Row,Date,Year,Month,YearMonth,Day,Week_Index,Day_Index,is_weekend,is_market_holiday,is_eq_weekly_exp,eq_weekly_exp_cumulative,is_eq_monthly_exp,is_eq_quarterly_exp,is_vix_weekly_exp,vix_weekly_exp_cumulative,is_vix_monthly_exp,is_vix_quarterly_exp
612,2017-9-3,2017,9,2017-9,3,36,1,1,0,0,1,0,0,0,0,0,0
613,2017-9-4,2017,9,2017-9,4,36,2,0,0,0,1,0,0,0,0,0,0
614,2017-9-5,2017,9,2017-9,5,36,3,0,0,0,1,0,0,1,1,0,0
615,2017-9-6,2017,9,2017-9,6,36,4,0,0,0,1,0,0,0,1,0,0
616,2017-9-7,2017,9,2017-9,7,36,5,0,0,0,1,0,0,0,1,0,0
617,2017-9-8,2017,9,2017-9,8,36,6,0,0,1,2,0,0,0,1,0,0
618,2017-9-9,2017,9,2017-9,9,36,7,1,0,0,2,0,0,0,1,0,0
619,2017-9-10,2017,9,2017-9,10,37,1,1,0,0,2,0,0,0,1,0,0
620,2017-9-11,2017,9,2017-9,11,37,2,0,0,0,2,0,0,0,1,0,0
621,2017-9-12,2017,9,2017-9,12,37,3,0,0,0,2,0,0,1,2,0,0
622,2017-9-13,2017,9,2017-9,13,37,4,0,0,0,2,0,0,0,2,0,0
623,2017-9-14,2017,9,2017-9,14,37,5,0,0,0,2,0,0,0,2,0,0
624,2017-9-15,2017,9,2017-9,15,37,6,0,0,1,3,1,1,0,2,0,0
625,2017-9-16,2017,9,2017-9,16,37,7,1,0,0,3,0,0,0,2,0,0
626,2017-9-17,2017,9,2017-9,17,38,1,1,0,0,3,0,0,0,2,0,0
627,2017-9-18,2017,9,2017-9,18,38,2,0,0,0,3,0,0,0,2,0,0
628,2017-9-19,2017,9,2017-9,19,38,3,0,0,0,3,0,0,1,3,1,1
629,2017-9-20,2017,9,2017-9,20,38,4,0,0,0,3,0,0,0,3,0,0
630,2017-9-21,2017,9,2017-9,21,38,5,0,0,0,3,0,0,0,3,0,0
631,2017-9-22,2017,9,2017-9,22,38,6,0,0,1,4,0,0,0,3,0,0
632,2017-9-23,2017,9,2017-9,23,38,7,1,0,0,4,0,0,0,3,0,0
633,2017-9-24,2017,9,2017-9,24,39,1,1,0,0,4,0,0,0,3,0,0
634,2017-9-25,2017,9,2017-9,25,39,2,0,0,0,4,0,0,0,3,0,0
635,2017-9-26,2017,9,2017-9,26,39,3,0,0,0,4,0,0,1,4,0,0
636,2017-9-27,2017,9,2017-9,27,39,4,0,0,0,4,0,0,0,4,0,0
637,2017-9-28,2017,9,2017-9,28,39,5,0,0,0,4,0,0,0,4,0,0
638,2017-9-29,2017,9,2017-9,29,39,6,0,0,1,5,0,0,0,4,0,0
639,2017-9-30,2017,9,2017-9,30,39,7,1,0,0,5,0,0,0,4,0,0
640,2017-10-1,2017,10,2017-10,1,40,1,1,0,0,0,0,0,0,0,0,0
641,2017-10-2,2017,10,2017-10,2,40,2,0,0,0,0,0,0,0,0,0,0
642,2017-10-3,2017,10,2017-10,3,40,3,0,0,0,0,0,0,1,1,0,0
643,2017-10-4,2017,10,2017-10,4,40,4,0,0,0,0,0,0,0,1,0,0
644,2017-10-5,2017,10,2017-10,5,40,5,0,0,0,0,0,0,0,1,0,0
645,2017-10-6,2017,10,2017-10,6,40,6,0,0,1,1,0,0,0,1,0,0
646,2017-10-7,2017,10,2017-10,7,40,7,1,0,0,1,0,0,0,1,0,0
647,2017-10-8,2017,10,2017-10,8,41,1,1,0,0,1,0,0,0,1,0,0
648,2017-10-9,2017,10,2017-10,9,41,2,0,0,0,1,0,0,0,1,0,0
649,2017-10-10,2017,10,2017-10,10,41,3,0,0,0,1,0,0,1,2,0,0
650,2017-10-11,2017,10,2017-10,11,41,4,0,0,0,1,0,0,0,2,0,0
651,2017-10-12,2017,10,2017-10,12,41,5,0,0,0,1,0,0,0,2,0,0
652,2017-10-13,2017,10,2017-10,13,41,6,0,0,1,2,0,0,0,2,0,0
653,2017-10-14,2017,10,2017-10,14,41,7,1,0,0,2,0,0,0,2,0,0
654,2017-10-15,2017,10,2017-10,15,42,1,1,0,0,2,0,0,0,2,0,0
655,2017-10-16,2017,10,2017-10,16,42,2,0,0,0,2,0,0,0,2,0,0
656,2017-10-17,2017,10,2017-10,17,42,3,0,0,0,2,0,0,1,3,1,0
657,2017-10-18,2017,10,2017-10,18,42,4,0,0,0,2,0,0,0,3,0,0
658,2017-10-19,2017,10,2017-10,19,42,5,0,0,0,2,0,0,0,3,0,0
659,2017-10-20,2017,10,2017-10,20,42,6,0,0,1,3,1,0,0,3,0,0
660,2017-10-21,2017,10,2017-10,21,42,7,1,0,0,3,0,0,0,3,0,0
661,2017-10-22,2017,10,2017-10,22,43,1,1,0,0,3,0,0,0,3,0,0
662,2017-10-23,2017,10,2017-10,23,43,2,0,0,0,3,0,0,0,3,0,0
663,2017-10-24,2017,10,2017-10,24,43,3,0,0,0,3,0,0,1,4,0,0
664,2017-10-25,2017,10,2017-10,25,43,4,0,0,0,3,0,0,0,4,0,0
665,2017-10-26,2017,10,2017-10,26,43,5,0,0,0,3,0,0,0,4,0,0
666,2017-10-27,2017,10,2017-10,27,43,6,0,0,1,4,0,0,0,4,0,0
667,2017-10-28,2017,10,2017-10,28,43,7,1,0,0,4,0,0,0,4,0,0
668,2017-10-29,2017,10,2017-10,29,44,1,1,0,0,4,0,0,0,4,0,0
669,2017-10-30,2017,10,2017-10,30,44,2,0,0,0,4,0,0,0,4,0,0
670,2017-10-31,2017,10,2017-10,31,44,3,0,0,0,4,0,0,1,5,0,0
671,2017-11-1,2017,11,2017-11,1,44,4,0,0,0,0,0,0,0,0,0,0
672,2017-11-2,2017,11,2017-11,2,44,5,0,0,0,0,0,0,0,0,0,0
673,2017-11-3,2017,11,2017-11,3,44,6,0,0,1,1,0,0,0,0,0,0
674,2017-11-4,2017,11,2017-11,4,44,7,1,0,0,1,0,0,0,0,0,0
675,2017-11-5,2017,11,2017-11,5,45,1,1,0,0,1,0,0,0,0,0,0
676,2017-11-6,2017,11,2017-11,6,45,2,0,0,0,1,0,0,0,0,0,0
677,2017-11-7,2017,11,2017-11,7,45,3,0,0,0,1,0,0,1,1,0,0
678,2017-11-8,2017,11,2017-11,8,45,4,0,0,0,1,0,0,0,1,0,0
679,2017-11-9,2017,11,2017-11,9,45,5,0,0,0,1,0,0,0,1,0,0
680,2017-11-10,2017,11,2017-11,10,45,6,0,0,1,2,0,0,0,1,0,0
681,2017-11-11,2017,11,2017-11,11,45,7,1,0,0,2,0,0,0,1,0,0
682,2017-11-12,2017,11,2017-11,12,46,1,1,0,0,2,0,0,0,1,0,0
683,2017-11-13,2017,11,2017-11,13,46,2,0,0,0,2,0,0,0,1,0,0
684,2017-11-14,2017,11,2017-11,14,46,3,0,0,0,2,0,0,1,2,0,0
685,2017-11-15,2017,11,2017-11,15,46,4,0,0,0,2,0,0,0,2,0,0
686,2017-11-16,2017,11,2017-11,16,46,5,0,0,0,2,0,0,0,2,0,0
687,2017-11-17,2017,11,2017-11,17,46,6,0,0,1,3,1,0,0,2,0,0
688,2017-11-18,2017,11,2017-11,18,46,7,1,0,0,3,0,0,0,2,0,0
689,2017-11-19,2017,11,2017-11,19,47,1,1,0,0,3,0,0,0,2,0,0
690,2017-11-20,2017,11,2017-11,20,47,2,0,0,0,3,0,0,0,2,0,0
691,2017-11-21,2017,11,2017-11,21,47,3,0,0,0,3,0,0,1,3,1,0
692,2017-11-22,2017,11,2017-11,22,47,4,0,0,0,3,0,0,0,3,0,0
693,2017-11-23,2017,11,2017-11,23,47,5,0,0,0,3,0,0,0,3,0,0
694,2017-11-24,2017,11,2017-11,24,47,6,0,0,1,4,0,0,0,3,0,0
695,2017-11-25,2017,11,2017-11,25,47,7,1,0,0,4,0,0,0,3,0,0
696,2017-11-26,2017,11,2017-11,26,48,1,1,0,0,4,0,0,0,3,0,0
697,2017-11-27,2017,11,2017-11,27,48,2,0,0,0,4,0,0,0,3,0,0
698,2017-11-28,2017,11,2017-11,28,48,3,0,0,0,4,0,0,1,4,0,0
699,2017-11-29,2017,11,2017-11,29,48,4,0,0,0,4,0,0,0,4,0,0
700,2017-11-30,2017,11,2017-11,30,48,5,0,0,0,4,0,0,0,4,0,0
701,2017-12-1,2017,12,2017-12,1,48,6,0,0,1,1,0,0,0,0,0,0
702,2017-12-2,2017,12,2017-12,2,48,7,1,0,0,1,0,0,0,0,0,0
703,2017-12-3,2017,12,2017-12,3,49,1,1,0,0,1,0,0,0,0,0,0
704,2017-12-4,2017,12,2017-12,4,49,2,0,0,0,1,0,0,0,0,0,0
705,2017-12-5,2017,12,2017-12,5,49,3,0,0,0,1,0,0,1,1,0,0
706,2017-12-6,2017,12,2017-12,6,49,4,0,0,0,1,0,0,0,1,0,0
707,2017-12-7,2017,12,2017-12,7,49,5,0,0,0,1,0,0,0,1,0,0
708,2017-12-8,2017,12,2017-12,8,49,6,0,0,1,2,0,0,0,1,0,0
709,2017-12-9,2017,12,2017-12,9,49,7,1,0,0,2,0,0,0,1,0,0
710,2017-12-10,2017,12,2017-12,10,50,1,1,0,0,2,0,0,0,1,0,0
711,2017-12-11,2017,12,2017-12,11,50,2,0,0,0,2,0,0,0,1,0,0
712,2017-12-12,2017,12,2017-12,12,50,3,0,0,0,2,0,0,1,2,0,0
713,2017-12-13,2017,12,2017-12,13,50,4,0,0,0,2,0,0,0,2,0,0
714,2017-12-14,2017,12,2017-12,14,50,5,0,0,0,2,0,0,0,2,0,0
715,2017-12-15,2017,12,2017-12,15,50,6,0,0,1,3,1,1,0,2,0,0
716,2017-12-16,2017,12,2017-12,16,50,7,1,0,0,3,0,0,0,2,0,0
717,2017-12-17,2017,12,2017-12,17,51,1,1,0,0,3,0,0,0,2,0,0
718,2017-12-18,2017,12,2017-12,18,51,2,0,0,0,3,0,0,0,2,0,0
719,2017-12-19,2017,12,2017-12,19,51,3,0,0,0,3,0,0,1,3,1,1
720,2017-12-20,2017,12,2017-12,20,51,4,0,0,0,3,0,0,0,3,0,0
721,2017-12-21,2017,12,2017-12,21,51,5,0,0,0,3,0,0,0,3,0,0
722,2017-12-22,2017,12,2017-12,22,51,6,0,0,1,4,0,0,0,3,0,0
723,2017-12-23,2017,12,2017-12,23,51,7,1,0,0,4,0,0,0,3,0,0
724,2017-12-24,2017,12,2017-12,24,52,1,1,0,0,4,0,0,0,3,0,0
725,2017-12-25,2017,12,2017-12,25,52,2,0,0,0,4,0,0,0,3,0,0
726,2017-12-26,2017,12,2017-12,26,52,3,0,0,0,4,0,0,1,4,0,0
727,2017-12-27,2017,12,2017-12,27,52,4,0,0,0,4,0,0,0,4,0,0
728,2017-12-28,2017,12,2017-12,28,52,5,0,0,0,4,0,0,0,4,0,0
729,2017-12-29,2017,12,2017-12,29,52,6,0,0,1,5,0,0,0,4,0,0
730,2017-12-30,2017,12,2017-12,30,52,7,1,0,0,5,0,0,0,4,0,0
731,2017-12-31,2017,12,2017-12,31,53,1,1,0,0,5,0,0,0,4,0,0
732,2018-1-1,2018,1,2018-1,1,1,2,0,0,0,0,0,0,0,0,0,0
733,2018-1-2,2018,1,2018-1,2,1,3,0,0,0,0,0,0,1,1,0,0
734,2018-1-3,2018,1,2018-1,3,1,4,0,0,0,0,0,0,0,1,0,0
735,2018-1-4,2018,1,2018-1,4,1,5,0,0,0,0,0,0,0,1,0,0
736,2018-1-5,2018,1,2018-1,5,1,6,0,0,1,1,0,0,0,1,0,0
737,2018-1-6,2018,1,2018-1,6,1,7,1,0,0,1,0,0,0,1,0,0
738,2018-1-7,2018,1,2018-1,7,2,1,1,0,0,1,0,0,0,1,0,0
739,2018-1-8,2018,1,2018-1,8,2,2,0,0,0,1,0,0,0,1,0,0
740,2018-1-9,2018,1,2018-1,9,2,3,0,0,0,1,0,0,1,2,0,0
741,2018-1-10,2018,1,2018-1,10,2,4,0,0,0,1,0,0,0,2,0,0
742,2018-1-11,2018,1,2018-1,11,2,5,0,0,0,1,0,0,0,2,0,0
743,2018-1-12,2018,1,2018-1,12,2,6,0,0,1,2,0,0,0,2,0,0
744,2018-1-13,2018,1,2018-1,13,2,7,1,0,0,2,0,0,0,2,0,0
745,2018-1-14,2018,1,2018-1,14,3,1,1,0,0,2,0,0,0,2,0,0
746,2018-1-15,2018,1,2018-1,15,3,2,0,0,0,2,0,0,0,2,0,0
747,2018-1-16,2018,1,2018-1,16,3,3,0,0,0,2,0,0,1,3,1,0
748,2018-1-17,2018,1,2018-1,17,3,4,0,0,0,2,0,0,0,3,0,0
749,2018-1-18,2018,1,2018-1,18,3,5,0,0,0,2,0,0,0,3,0,0
750,2018-1-19,2018,1,2018-1,19,3,6,0,0,1,3,1,0,0,3,0,0
751,2018-1-20,2018,1,2018-1,20,3,7,1,0,0,3,0,0,0,3,0,0
752,2018-1-21,2018,1,2018-1,21,4,1,1,0,0,3,0,0,0,3,0,0
753,2018-1-22,2018,1,2018-1,22,4,2,0,0,0,3,0,0,0,3,0,0
754,2018-1-23,2018,1,2018-1,23,4,3,0,0,0,3,0,0,1,4,0,0
755,2018-1-24,2018,1,2018-1,24,4,4,0,0,0,3,0,0,0,4,0,0
756,2018-1-25,2018,1,2018-1,25,4,5,0,0,0,3,0,0,0,4,0,0
757,2018-1-26,2018,1,2018-1,26,4,6,0,0,1,4,0,0,0,4,0,0
758,2018-1-27,2018,1,2018-1,27,4,7,1,0,0,4,0,0,0,4,0,0
759,2018-1-28,2018,1,2018-1,28,5,1,1,0,0,4,0,0,0,4,0,0
760,2018-1-29,2018,1,2018-1,29,5,2,0,0,0,4,0,0,0,4,0,0
761,2018-1-30,2018,1,2018-1,30,5,3,0,0,0,4,0,0,1,5,0,0
762,2018-1-31,2018,1,2018-1,31,5,4,0,0,0,4,0,0,0,5,0,0
763,2018-2-1,2018,2,2018-2,1,5,5,0,0,0,0,0,0,0,0,0,0
764,2018-2-2,2018,2,2018-2,2,5,6,0,0,1,1,0,0,0,0,0,0
765,2018-2-3,2018,2,2018-2,3,5,7,1,0,0,1,0,0,0,0,0,0
766,2018-2-4,2018,2,2018-2,4,6,1,1,0,0,1,0,0,0,0,0,0
767,2018-2-5,2018,2,2018-2,5,6,2,0,0,0,1,0,0,0,0,0,0
768,2018-2-6,2018,2,2018-2,6,6,3,0,0,0,1,0,0,1,1,0,0
769,2018-2-7,2018,2,2018-2,7,6,4,0,0,0,1,0,0,0,1,0,0
770,2018-2-8,2018,2,2018-2,8,6,5,0,0,0,1,0,0,0,1,0,0
771,2018-2-9,2018,2,2018-2,9,6,6,0,0,1,2,0,0,0,1,0,0
772,2018-2-10,2018,2,2018-2,10,6,7,1,0,0,2,0,0,0,1,0,0
773,2018-2-11,2018,2,2018-2,11,7,1,1,0,0,2,0,0,0,1,0,0
774,2018-2-12,2018,2,2018-2,12,7,2,0,0,0,2,0,0,0,1,0,0
775,2018-2-13,2018,2,2018-2,13,7,3,0,0,0,2,0,0,1,2,0,0
776,2018-2-14,2018,2,2018-2,14,7,4,0,0,0,2,0,0,0,2,0,0
777,2018-2-15,2018,2,2018-2,15,7,5,0,0,0,2,0,0,0,2,0,0
778,2018-2-16,2018,2,2018-2,16,7,6,0,0,1,3,1,0,0,2,0,0
779,2018-2-17,2018,2,2018-2,17,7,7,1,0,0,3,0,0,0,2,0,0
780,2018-2-18,2018,2,2018-2,18,8,1,1,0,0,3,0,0,0,2,0,0
781,2018-2-19,2018,2,2018-2,19,8,2,0,0,0,3,0,0,0,2,0,0
782,2018-2-20,2018,2,2018-2,20,8,3,0,0,0,3,0,0,1,3,1,0
783,2018-2-21,2018,2,2018-2,21,8,4,0,0,0,3,0,0,0,3,0,0
784,2018-2-22,2018,2,2018-2,22,8,5,0,0,0,3,0,0,0,3,0,0
785,2018-2-23,2018,2,2018-2,23,8,6,0,0,1,4,0,0,0,3,0,0
786,2018-2-24,2018,2,2018-2,24,8,7,1,0,0,4,0,0,0,3,0,0
787,2018-2-25,2018,2,2018-2,25,9,1,1,0,0,4,0,0,0,3,0,0
788,2018-2-26,2018,2,2018-2,26,9,2,0,0,0,4,0,0,0,3,0,0
789,2018-2-27,2018,2,2018-2,27,9,3,0,0,0,4,0,0,1,4,0,0
790,2018-2-28,2018,2,2018-2,28,9,4,0,0,0,4,0,0,0,4,0,0
791,2018-3-1,2018,3,2018-3,1,9,5,0,0,0,0,0,0,0,0,0,0
792,2018-3-2,2018,3,2018-3,2,9,6,0,0,1,1,0,0,0,0,0,0
793,2018-3-3,2018,3,2018-3,3,9,7,1,0,0,1,0,0,0,0,0,0
794,2018-3-4,2018,3,2018-3,4,10,1,1,0,0,1,0,0,0,0,0,0
795,2018-3-5,2018,3,2018-3,5,10,2,0,0,0,1,0,0,0,0,0,0
796,2018-3-6,2018,3,2018-3,6,10,3,0,0,0,1,0,0,1,1,0,0
797,2018-3-7,2018,3,2018-3,7,10,4,0,0,0,1,0,0,0,1,0,0
798,2018-3-8,2018,3,2018-3,8,10,5,0,0,0,1,0,0,0,1,0,0
799,2018-3-9,2018,3,2018-3,9,10,6,0,0,1,2,0,0,0,1,0,0
800,2018-3-10,2018,3,2018-3,10,10,7,1,0,0,2,0,0,0,1,0,0
801,2018-3-11,2018,3,2018-3,11,11,1,1,0,0,2,0,0,0,1,0,0
802,2018-3-12,2018,3,2018-3,12,11,2,0,0,0,2,0,0,0,1,0,0
803,2018-3-13,2018,3,2018-3,13,11,3,0,0,0,2,0,0,1,2,0,0
804,2018-3-14,2018,3,2018-3,14,11,4,0,0,0,2,0,0,0,2,0,0
805,2018-3-15,2018,3,2018-3,15,11,5,0,0,0,2,0,0,0,2,0,0
806,2018-3-16,2018,3,2018-3,16,11,6,0,0,1,3,1,1,0,2,0,0
807,2018-3-17,2018,3,2018-3,17,11,7,1,0,0,3,0,0,0,2,0,0
808,2018-3-18,2018,3,2018-3,18,12,1,1,0,0,3,0,0,0,2,0,0
809,2018-3-19,2018,3,2018-3,19,12,2,0,0,0,3,0,0,0,2,0,0
810,2018-3-20,2018,3,2018-3,20,12,3,0,0,0,3,0,0,1,3,1,1
811,2018-3-21,2018,3,2018-3,21,12,4,0,0,0,3,0,0,0,3,0,0
812,2018-3-22,2018,3,2018-3,22,12,5,0,0,0,3,0,0,0,3,0,0
813,2018-3-23,2018,3,2018-3,23,12,6,0,0,1,4,0,0,0,3,0,0
814,2018-3-24,2018,3,2018-3,24,12,7,1,0,0,4,0,0,0,3,0,0
815,2018-3-25,2018,3,2018-3,25,13,1,1,0,0,4,0,0,0,3,0,0
816,2018-3-26,2018,3,2018-3,26,13,2,0,0,0,4,0,0,0,3,0,0
817,2018-3-27,2018,3,2018-3,27,13,3,0,0,0,4,0,0,1,4,0,0
818,2018-3-28,2018,3,2018-3,28,13,4,0,0,0,4,0,0,0,4,0,0
819,2018-3-29,2018,3,2018-3,29,13,5,0,0,0,4,0,0,0,4,0,0
820,2018-3-30,2018,3,2018-3,30,13,6,0,0,1,5,0,0,0,4,0,0
821,2018-3-31,2018,3,2018-3,31,13,7,1,0,0,5,0,0,0,4,0,0
822,2018-4-1,2018,4,2018-4,1,14,1,1,0,0,0,0,0,0,0,0,0
823,2018-4-2,2018,4,2018-4,2,14,2,0,0,0,0,0,0,0,0,0,0
824,2018-4-3,2018,4,2018-4,3,14,3,0,0,0,0,0,0,1,1,0,0
825,2018-4-4,2018,4,2018-4,4,14,4,0,0,0,0,0,0,0,1,0,0
826,2018-4-5,2018,4,2018-4,5,14,5,0,0,0,0,0,0,0,1,0,0
827,2018-4-6,2018,4,2018-4,6,14,6,0,0,1,1,0,0,0,1,0,0
828,2018-4-7,2018,4,2018-4,7,14,7,1,0,0,1,0,0,0,1,0,0
829,2018-4-8,2018,4,2018-4,8,15,1,1,0,0,1,0,0,0,1,0,0
830,2018-4-9,2018,4,2018-4,9,15,2,0,0,0,1,0,0,0,1,0,0
831,2018-4-10,2018,4,2018-4,10,15,3,0,0,0,1,0,0,1,2,0,0
832,2018-4-11,2018,4,2018-4,11,15,4,0,0,0,1,0,0,0,2,0,0
833,2018-4-12,2018,4,2018-4,12,15,5,0,0,0,1,0,0,0,2,0,0
834,2018-4-13,2018,4,2018-4,13,15,6,0,0,1,2,0,0,0,2,0,0
835,2018-4-14,2018,4,2018-4,14,15,7,1,0,0,2,0,0,0,2,0,0
836,2018-4-15,2018,4,2018-4,15,16,1,1,0,0,2,0,0,0,2,0,0
837,2018-4-16,2018,4,2018-4,16,16,2,0,0,0,2,0,0,0,2,0,0
838,2018-4-17,2018,4,2018-4,17,16,3,0,0,0,2,0,0,1,3,1,0
839,2018-4-18,2018,4,2018-4,18,16,4,0,0,0,2,0,0,0,3,0,0
840,2018-4-19,2018,4,2018-4,19,16,5,0,0,0,2,0,0,0,3,0,0
841,2018-4-20,2018,4,2018-4,20,16,6,0,0,1,3,1,0,0,3,0,0
842,2018-4-21,2018,4,2018-4,21,16,7,1,0,0,3,0,0,0,3,0,0
843,2018-4-22,2018,4,2018-4,22,17,1,1,0,0,3,0,0,0,3,0,0
844,2018-4-23,2018,4,2018-4,23,17,2,0,0,0,3,0,0,0,3,0,0
845,2018-4-24,2018,4,2018-4,24,17,3,0,0,0,3,0,0,1,4,0,0
846,2018-4-25,2018,4,2018-4,25,17,4,0,0,0,3,0,0,0,4,0,0
847,2018-4-26,2018,4,2018-4,26,17,5,0,0,0,3,0,0,0,4,0,0
848,2018-4-27,2018,4,2018-4,27,17,6,0,0,1,4,0,0,0,4,0,0
849,2018-4-28,2018,4,2018-4,28,17,7,1,0,0,4,0,0,0,4,0,0
850,2018-4-29,2018,4,2018-4,29,18,1,1,0,0,4,0,0,0,4,0,0
851,2018-4-30,2018,4,2018-4,30,18,2,0,0,0,4,0,0,0,4,0,0
852,2018-5-1,2018,5,2018-5,1,18,3,0,0,0,0,0,0,1,1,0,0
853,2018-5-2,2018,5,2018-5,2,18,4,0,0,0,0,0,0,0,1,0,0
854,2018-5-3,2018,5,2018-5,3,18,5,0,0,0,0,0,0,0,1,0,0
855,2018-5-4,2018,5,2018-5,4,18,6,0,0,1,1,0,0,0,1,0,0
856,2018-5-5,2018,5,2018-5,5,18,7,1,0,0,1,0,0,0,1,0,0
857,2018-5-6,2018,5,2018-5,6,19,1,1,0,0,1,0,0,0,1,0,0
858,2018-5-7,2018,5,2018-5,7,19,2,0,0,0,1,0,0,0,1,0,0
859,2018-5-8,2018,5,2018-5,8,19,3,0,0,0,1,0,0,1,2,0,0
860,2018-5-9,2018,5,2018-5,9,19,4,0,0,0,1,0,0,0,2,0,0
861,2018-5-10,2018,5,2018-5,10,19,5,0,0,0,1,0,0,0,2,0,0
862,2018-5-11,2018,5,2018-5,11,19,6,0,0,1,2,0,0,0,2,0,0
863,2018-5-12,2018,5,2018-5,12,19,7,1,0,0,2,0,0,0,2,0,0
864,2018-5-13,2018,5,2018-5,13,20,1,1,0,0,2,0,0,0,2,0,0
865,2018-5-14,2018,5,2018-5,14,20,2,0,0,0,2,0,0,0,2,0,0
866,2018-5-15,2018,5,2018-5,15,20,3,0,0,0,2,0,0,1,3,1,0
867,2018-5-16,2018,5,2018-5,16,20,4,0,0,0,2,0,0,0,3,0,0
868,2018-5-17,2018,5,2018-5,17,20,5,0,0,0,2,0,0,0,3,0,0
869,2018-5-18,2018,5,2018-5,18,20,6,0,0,1,3,1,0,0,3,0,0
870,2018-5-19,2018,5,2018-5,19,20,7,1,0,0,3,0,0,0,3,0,0
871,2018-5-20,2018,5,2018-5,20,21,1,1,0,0,3,0,0,0,3,0,0
872,2018-5-21,2018,5,2018-5,21,21,2,0,0,0,3,0,0,0,3,0,0
873,2018-5-22,2018,5,2018-5,22,21,3,0,0,0,3,0,0,1,4,0,0
874,2018-5-23,2018,5,2018-5,23,21,4,0,0,0,3,0,0,0,4,0,0
875,2018-5-24,2018,5,2018-5,24,21,5,0,0,0,3,0,0,0,4,0,0
876,2018-5-25,2018,5,2018-5,25,21,6,0,0,1,4,0,0,0,4,0,0
877,2018-5-26,2018,5,2018-5,26,21,7,1,0,0,4,0,0,0,4,0,0
878,2018-5-27,2018,5,2018-5,27,22,1,1,0,0,4,0,0,0,4,0,0
879,2018-5-28,2018,5,2018-5,28,22,2,0,0,0,4,0,0,0,4,0,0
880,2018-5-29,2018,5,2018-5,29,22,3,0,0,0,4,0,0,1,5,0,0
881,2018-5-30,2018,5,2018-5,30,22,4,0,0,0,4,0,0,0,5,0,0
882,2018-5-31,2018,5,2018-5,31,22,5,0,0,0,4,0,0,0,5,0,0
883,2018-6-1,2018,6,2018-6,1,22,6,0,0,1,1,0,0,0,0,0,0
884,2018-6-2,2018,6,2018-6,2,22,7,1,0,0,1,0,0,0,0,0,0
885,2018-6-3,2018,6,2018-6,3,23,1,1,0,0,1,0,0,0,0,0,0
886,2018-6-4,2018,6,2018-6,4,23,2,0,0,0,1,0,0,0,0,0,0
887,2018-6-5,2018,6,2018-6,5,23,3,0,0,0,1,0,0,1,1,0,0
888,2018-6-6,2018,6,2018-6,6,23,4,0,0,0,1,0,0,0,1,0,0
889,2018-6-7,2018,6,2018-6,7,23,5,0,0,0,1,0,0,0,1,0,0
890,2018-6-8,2018,6,2018-6,8,23,6,0,0,1,2,0,0,0,1,0,0
891,2018-6-9,2018,6,2018-6,9,23,7,1,0,0,2,0,0,0,1,0,0
892,2018-6-10,2018,6,2018-6,10,24,1,1,0,0,2,0,0,0,1,0,0
893,2018-6-11,2018,6,2018-6,11,24,2,0,0,0,2,0,0,0,1,0,0
894,2018-6-12,2018,6,2018-6,12,24,3,0,0,0,2,0,0,1,2,0,0
895,2018-6-13,2018,6,2018-6,13,24,4,0,0,0,2,0,0,0,2,0,0
896,2018-6-14,2018,6,2018-6,14,24,5,0,0,0,2,0,0,0,2,0,0
897,2018-6-15,2018,6,2018-6,15,24,6,0,0,1,3,1,1,0,2,0,0
898,2018-6-16,2018,6,2018-6,16,24,7,1,0,0,3,0,0,0,2,0,0
899,2018-6-17,2018,6,2018-6,17,25,1,1,0,0,3,0,0,0,2,0,0
900,2018-6-18,2018,6,2018-6,18,25,2,0,0,0,3,0,0,0,2,0,0
901,2018-6-19,2018,6,2018-6,19,25,3,0,0,0,3,0,0,1,3,1,1
902,2018-6-20,2018,6,2018-6,20,25,4,0,0,0,3,0,0,0,3,0,0
903,2018-6-21,2018,6,2018-6,21,25,5,0,0,0,3,0,0,0,3,0,0
904,2018-6-22,2018,6,2018-6,22,25,6,0,0,1,4,0,0,0,3,0,0
905,2018-6-23,2018,6,2018-6,23,25,7,1,0,0,4,0,0,0,3,0,0
906,2018-6-24,2018,6,2018-6,24,26,1,1,0,0,4,0,0,0,3,0,0
907,2018-6-25,2018,6,2018-6,25,26,2,0,0,0,4,0,0,0,3,0,0
908,2018-6-26,2018,6,2018-6,26,26,3,0,0,0,4,0,0,1,4,0,0
909,2018-6-27,2018,6,2018-6,27,26,4,0,0,0,4,0,0,0,4,0,0
910,2018-6-28,2018,6,2018-6,28,26,5,0,0,0,4,0,0,0,4,0,0
911,2018-6-29,2018,6,2018-6,29,26,6,0,0,1,5,0,0,0,4,0,0
912,2018-6-30,2018,6,2018-6,30,26,7,1,0,0,5,0,0,0,4,0,0
913,2018-7-1,2018,7,2018-7,1,27,1,1,0,0,0,0,0,0,0,0,0
914,2018-7-2,2018,7,2018-7,2,27,2,0,0,0,0,0,0,0,0,0,0
915,2018-7-3,2018,7,2018-7,3,27,3,0,0,0,0,0,0,1,1,0,0
916,2018-7-4,2018,7,2018-7,4,27,4,0,0,0,0,0,0,0,1,0,0
917,2018-7-5,2018,7,2018-7,5,27,5,0,0,0,0,0,0,0,1,0,0
918,2018-7-6,2018,7,2018-7,6,27,6,0,0,1,1,0,0,0,1,0,0
